id,l_number,article_number,price_pp_chf,price_sp_chf,hero_image_url,very_short_description_de,short_description_de
7,120001,2.306848,175.15,549,images/TRY_2AM_angle_01.jpg,TRY 2A/M 50-840-88 EM,LED-Lichteinsätze 4000K 53W statisch Notlicht 3h asymmetrische mittlere Optik
8,100467,2.815711233001,60.75,199,images/dl150_led_sb.jpg,DL150LED SB 12 C/EW 830 WH9016 OP,LED-Downlight 3000K 13W statisch opalweisser Diffusor
9,100421,2.815711834001,62.85,206,images/dl150_led_sb.jpg,DL150LED SB 17 C/EW 840 WH9016 OP,LED-Downlight 4000K 19W statisch opalweisser Diffusor
10,100440,2.818711633001,67,219,images/dl185_led_sb.jpg,DL185LED SB 16 C/EW 830 WH9016 OP,LED-Downlight 3000K 18W statisch opalweisser Diffusor
11,100134,2.8629461786410,189,592,images/pl629_prisma_RAL9016_lp.jpg,SL629LED PL L 62 S/C 840 WH9016 DALI MP,LED-Pendelleuchte 4000K 69W DALI Mikroprisma d+i
21,100855,2.310553,7.7,31,images/310553_lp.jpg,Coperchio PC RAIL L:1435 - TRY,Abdeckung PC RAIL - L 1435 mm
12,100135,2.8629461783410,167.65,527,images/pl629_prisma_RAL9016_lp.jpg,SL629LED PL L 62 S/C 840 WH9016 MP,LED-Pendelleuchte 4000K 69W statisch Mikroprisma d+i
13,100431,2.8740761938431,565.2,1743,images/sl740_led_l_RAL9006.jpg,SL740L LED 71 S/D 840 GR9006 SEIR MP,LED-Stehleuchte 4000K 79W Lichtsensor Mikroprisma d+i
14,100259,2.304213,109.4,348,images/BLIZ_ROUND_30_front_AN3_01_lp.jpg,BLIZ ROUND 30 LED 30W 3K AN96,LED-Wand- und Deckenleuchte 3000K 30W statisch sym. extrabreite Streuoptik
15,100545,2.001804,38.1,137,images/SPD_OVALE_BK1_lp.jpg,SUPERDELTA 33 SCHWARZ,Wandleuchte 1x75W A60 symmetrische extrabreite Streuoptik
22,100847,2.310554,27.5,110,images/RAIL_A_lp.jpg,RAIL-A TRY 5P L:1435,RAIL-A TRY 5P - L 1435 mm (inkl. 2 Halterungen aus Edelstahl)
16,100560,2.8630661453310,164.8,518,images/al630_prisma_RAL9016_lp.jpg,SL630LED SM M 36 S/A 830 WH9016 MP,LED-Anbauleuchte 3000K 40W statisch Mikroprisma
17,100725,2.8713661516414,204.9,641,images/flab713_round_m_RAL9016.png,SL713 RM SM 45 S/B 840 WH9016 DALI MP,LED-Anbauleuchte 4000K 49W DALI Mikroprisma d+i
18,100727,2.8713661486414,276.5,860,images/flab713_round_l_RAL9016.png,SL713 RL SM 41 S/B 840 WH9016 DALI MP,LED-Anbauleuchte 4000K 46W DALI Mikroprisma d+i
19,100726,2.8713661766414,286.2,889,images/flab713_round_l_RAL9016.png,SL713 RL SM 62 S/B 840 WH9016 DALI MP,LED-Anbauleuchte 4000K 70W DALI Mikroprisma d+i
20,100856,2.310551,4.05,13,images/TAPPI_CHIUSURA_lp.jpg,Testata chiusura per RAIL,Verschlusskappe für RAIL (nr. 2)
23,100848,2.310557,57.05,188,images/RAIL_M_lp.jpg,RAIL-M TRY 5P L:4305,RAIL-M TRY 5P - L 4305 mm (inkl. 6 Halterungen aus Edelstahl)
24,100851,2.310556,45.3,159,images/RAIL_M_lp.jpg,RAIL-M TRY 5P L:2870,RAIL-M TRY 5P - L 2870 mm (inkl. 4 Halterungen aus Edelstahl)
25,100871,2.001704,25.6,104,images/SPD_OVALE_BK1_lp.jpg,SUPERDELTA OVALE SCHWARZ 60W,Wandleuchte 1x60W A60 symmetrische extrabreite Streuoptik
26,100812,2.8629461786330,189,592,images/pl629_prisma_RAL9006_lp.jpg,SL629LED PL L 62 S/C 830 GR9006 DALI MP,LED-Pendelleuchte 3000K 69W DALI Mikroprisma d+i
27,100852,2.305661,89.25,287,images/TRY_S_EW_angle_01_lp.jpg,TRY S/EW 23-840-88,LED-Lichteinsätze 4000K 25W statisch symmetrische extrabreite Streuoptik
3657,112335,33.SPT1124.W13,34,92,images/rend_SPID_PRO_Schiene_ws.png,"SPID PRO, Tragschiene, L=1129 mm","SPID PRO, Tragschiene"
28,100846,2.305951,41.05,146,images/NORMA_P_ANGLE_01.JPG,NORMA+120 34 S/EW 840 GR-RAL7035,LED-Feuchtraumleuchte 4000K 34W statisch symmetrische extrabreite Streuoptik
29,100730,2.8713461766410,382.1,1183,images/flpl713_round_l_RAL9016.png,SL713 RL PL 62 S/C 840 WH9016 DALI MP,LED-Pendelleuchte 4000K 70W DALI Mikroprisma d+i
30,100895,2.810710934001,46.1,162,images/dl100_led_sb.jpg,DL100LED SB 9 C/EW 840 WH9016 OP,LED-Downlight 4000K 10W statisch opalweisser Diffusor
31,100979,2.810711333001,48.2,168,images/dl100_led_sb.jpg,DL100LED SB 13 C/EW 830 WH9016 OP,LED-Downlight 3000K 14W statisch opalweisser Diffusor
41,101014,2.3105559,95.5,306,images/wl270_lp.jpg,WL270 WLC 24/18 S/A 830/40 GR94 OP,LED-Wand- und Deckenleuchte 3000K 23W statisch opalweisser Diffusor d+i
32,100977,2.302036,31,120,images/EKP-21_AN3.jpg,EKO+21 E27 ANTR                         ,Wand- und Deckenleuchte 1x60W A60 symmetrische extrabreite Streuoptik
33,100922,2.304084,90.5,291,images/PADO_angle_GR3_01.jpg,"PADO, Pollerleuchte",Pollerleuchte 3000K 20W statisch symmetrische extrabreite Streuoptik
34,100984,2.3103915,37.7,136,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ136 S/EW 840,LED-Feuchtraumleuchte 4000K 23.5W statisch symmetrische extrabreite Streuoptik
35,100976,2.3103941,40.25,144,images/ACRO_BASIC_ANGLE_01B_lp.jpg,ACRO BASIC EQ158 S/EW 840,LED-Feuchtraumleuchte 4000K 29W statisch symmetrische extrabreite Streuoptik
572,104245,2.862932330,24.7,101,images/pllb629_erweiterungsset_RAL9006_lp.jpg,SL629LED Verbindungsset RAL9006s,SL629 Verbindungsset RAL9006
36,100983,2.3103939,35.2,128,images/ACRO_BASIC_ANGLE_01B_lp.jpg,ACRO BASIC EQ136 S/EW 840,LED-Feuchtraumleuchte 4000K 23W statisch symmetrische extrabreite Streuoptik
37,100982,2.8777661766410,364,1122,images/flab777_round_prism_RAL9016.jpg,FL R 777 SM 68 S/B 840 WH9016 DALI MP,LED-Anbauleuchte 4000K 68W DALI Mikroprisma d+i
38,100981,2.8777461766410,364,1122,images/flpl777_round_prism_RAL9016.jpg,FL R 777 PL 68 S/B 840 WH9016 DALI MP,LED-Pendelleuchte 4000K 68W DALI Mikroprisma d+i
39,101022,2.3106288,23.45,97,images/ORION_V_carter_RB_FAS_01_lp.jpg,COVER ORION V RB10,Abdeckung ORION V
40,100990,2.310555,27.5,110,images/RAIL_M_lp.jpg,RAIL-M TRY 5P L:1435,RAIL-M TRY 5P - L 1435 mm (inkl. 2 Halterungen aus Edelstahl)
1375,112098,2.3118164,359.5,1114,images/ImgLum_WIN-PRO-P-40-128LED-AW-GR94_StillLife_Photo_MainAngle.jpg,WIN PRO 40 395 S/EW 740 GR94,LED-Scheinwerfer 4000K 392W statisch symmetrische extrabreite Streuoptik
42,101015,2.3105558,95.5,306,images/wl260_lp.jpg,WL260 WLQ 24/18 S/A 830/40 GR94 OP,LED-Wand- und Deckenleuchte 3000K 24W statisch opalweisser Diffusor d+i
43,101300,2.818713333001,72.1,234,images/dl185_led_sb.jpg,DL185LED SB 32 C/EW 830 WH9016 OP,LED-Downlight 3000K 35W statisch opalweisser Diffusor
44,101145,2.815711833001,62.85,206,images/dl150_led_sb.jpg,DL150LED SB 17 C/EW 830 WH9016 OP,LED-Downlight 3000K 19W statisch opalweisser Diffusor
45,101319,2.3105561,121.1,384,images/wl400_lp.jpg,WL400 WLC 38/29 S/A 830/40 GR94 OP,LED-Wand- und Deckenleuchte 3000K 37W statisch opalweisser Diffusor d+i
46,101559,2.822721264001,99.3,317,images/dl220_led_sb.jpg,DL220LED SB 23 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 26W DALI opalweisser Diffusor
3577,112519,27.11420428402002TLG,2731.3,7757,images/rend_TEAM.png,"TEAM SYSTEM, Pendelleuchte, L=2110, 4000K, 2100lm","ACOUSTIC TEAM D, Pendelleuchte"
47,101367,2.8629661403430,167.65,527,images/al629_prisma_RAL9006_lp.jpg,SL629LED SM L 28 S/A 840 GR9006 MP,LED-Anbauleuchte 4000K 31W statisch Mikroprisma
48,101980,2.8629661406430,189,592,images/al629_prisma_RAL9006_lp.jpg,SL629LED SM L 28 S/A 840 GR9006 DALI MP,LED-Anbauleuchte 4000K 31W DALI Mikroprisma
49,100991,2.303362,67,219,images/QUASAR-10_angle_AN3_01.jpg,QUASAR 10 LED 2WB 6W 3000K AN96,LED-Wandleuchte 3000K 6W statisch Streiflichtoptik
50,101880,2.3105557,55.3,183,images/wl220_lp.jpg,WL220 WLC 15/10 S/A 830/40 GR94 OP,LED-Wand- und Deckenleuchte 3000K 4W statisch opalweisser Diffusor d+i
51,101383,2.310490,6.45,27,images/INSERT_P_2_CCASSA_DT.jpg,CONTROCASSA INSERT+ 2,Einbautopf Insert + 2
1376,112099,2.3118158,393,1216,images/ImgLum_WIN-PRO-P-40-128LED-AW-GR94_StillLife_Photo_MainAngle.jpg,WIN PRO 40 395 A55/M 740 GR94,LED-Scheinwerfer 4000K 392W statisch asymmetrische mittlere Optik
52,101138,2.8333661266410,155,484,images/flab333round_prisma_lp.jpg,FL R 333 SM 23 S/B 840 WH9016 DALI MP,LED-Anbauleuchte 4000K 26W DALI Mikroprisma d+i
53,101019,2.3105009,142.45,449,images/MASK_P_ROUND_AN_angle_02_lp.jpg,MASK+ ROUND 22 S/EW 830 AN96 SE,LED-Wandleuchte 3000K 22W statisch symmetrische extrabreite Streuoptik
54,101024,2.8720761108910,1388.85,4263,images/sl720_xl_RAL9016.png,SL720LED SLXL 87 S/D 8TW WH9016 SEIR MP,LED-Stehleuchte 2700-6200K 97W HCL Lichtsensor Mikroprisma d+i
55,101020,2.303360,67,219,images/QUASAR-10_angle_GR3_01.jpg,QUASAR 10 LED 2WB 6W 3000K GR94,LED-Wandleuchte 3000K 6W statisch Streiflichtoptik
1691,106453,2.3105879,335.6,1040,images/LAMA_P_angle_01_lp.jpg,LAMA+ ELL 150 840 WH1 DALI,LED-Hallenpendelleuchte 4000K DALI elypsenförmige Optik
56,101025,2.8720762708430,1043.2,3206,images/sl720_twin_RAL9006_lp.jpg,SL720LED SLL 95 S/D 840 GR9006 SEIR MP,LED-Stehleuchte 4000K 106W Lichtsensor Mikroprisma d+i
57,102227,2.303356,49.85,173,images/QUASAR-10_angle_AN3_01.jpg,"QUASAR 10 LED 1WB 3,5W 3000K AN94","LED-Wandleuchte 3000K 3,5W statisch Streiflichtoptik"
58,101863,2.8629461786430,189,592,images/pl629_prisma_RAL9006_lp.jpg,SL629LED PL L 62 S/C 840 GR9006 DALI MP,LED-Pendelleuchte 4000K 69W DALI Mikroprisma d+i
59,101288,2.818712434001,69.6,226,images/dl185_led_sb.jpg,DL185LED SB 23 C/EW 840 WH9016 OP,LED-Downlight 4000K 26W statisch opalweisser Diffusor
211,102947,2.310935,45.3,159,images/RAIL_M_lp.jpg,RAIL-M TRY 9P DALI/EM L:1435,RAIL-M TRY 9P DALI/EM - L 1435 mm (inkl. 2 Halterungen aus Edelstahl)
60,102024,2.8300691233400,115.65,367,images/flab300.jpg,FL300LED SM 24 S/B 840 WH9016 OP,LED-Anbauleuchte 4000K 27W statisch opalweisser Diffusor d+i
61,101140,2.822720833001,79.2,256,images/dl220_led_sb.jpg,DL220LED SB 16 C/EW 830 WH9016 OP,LED-Downlight 3000K 18W statisch opalweisser Diffusor
62,102226,2.303534,67,219,images/QUASAR-20_angle_AN3_01.jpg,QUASAR 20 LED-11W 3K TECH AN96,"LED-Wandleuchte 3000K 12,5W statisch asymmetrische mittlere Optik"
63,101435,2.306668,176.8,554,images/Q-LIGHT_600_AN3_lp.jpg,Q-LIGHT 12 S/W 830 AN96,LED-Pollerleuchte 3000K 14W statisch symmetrische Streuoptik
3578,112517,27.12400629301002TGR,2709.3,7694,images/rend_TEAM.png,"TEAM SYSTEM, Pendelleuchte, L=2080, 3000K, 2100lm","ACOUSTIC TEAM F, Pendelleuchte"
64,101016,2.3106352,101.4,324,images/SHIELD_P_1_AN_angle_01_lp.jpg,SHIELD+1 12/17/24 A/EW 830 AN96 PW,LED-Wandleuchte 3000K 27W statisch asymmetrische extrabreite Streuoptik
65,101067,2.305943,46.1,162,images/NORMA_P_CL_angle_02_lp.jpg,NORMA+120 CL 34 S/EW 840 GR-RAL7035,LED-Feuchtraumleuchte 4000K 34W statisch symmetrische extrabreite Streuoptik
66,101562,2.822721234001,80.9,261,images/dl220_led_sb.jpg,DL220LED SB 23 C/EW 840 WH9016 OP,LED-Downlight 4000K 26W statisch opalweisser Diffusor
67,102160,2.822721233001,80.9,261,images/dl220_led_sb.jpg,DL220LED SB 23 C/EW 830 WH9016 OP,LED-Downlight 3000K 26W statisch opalweisser Diffusor
68,101417,2.810711334001,48.2,168,images/dl100_led_sb.jpg,DL100LED SB 13 C/EW 840 WH9016 OP,LED-Downlight 4000K 14W statisch opalweisser Diffusor
69,101585,2.822721263001,99.3,317,images/dl220_led_sb.jpg,DL220LED SB 23 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 26W DALI opalweisser Diffusor
70,101021,2.3105442,44.45,157,images/ORION_V_AN_lp.jpg,ORION V B 11 S/EW 830 AN96,LED-Wandleuchte 3000K 11W statisch symmetrische extrabreite Streuoptik
71,101710,2.8629661613410,167.65,527,images/al629_prisma_RAL9016_lp.jpg,SL629LED SM L 62 S/A 840 WH9016 MP,LED-Anbauleuchte 4000K 69W statisch Mikroprisma
72,102023,2.8333691263410,134,419,images/flab333round_opal_lp.jpg,FL R 333 SM 23 S/B 840 WH9016 OP,LED-Anbauleuchte 4000K 26W statisch opalweisser Diffusor d+i
212,103001,2.8118000257,28.35,112,images/fernbedienung_master_lp.jpg,BASIC DIM ILD PROGRAMMER,Master Fernbedienung für Ausführungen mit Sensor
73,102020,2.8333691266410,143,447,images/flab333round_opal_lp.jpg,FL R 333 SM 23 S/B 840 WH9016 DALI OP,LED-Anbauleuchte 4000K 26W DALI opalweisser Diffusor d+i
74,102025,2.8600691406400,174.7,548,images/flab600.jpg,FL600LED SM 41 S/B 840 WH9016 DALI OP,LED-Anbauleuchte 4000K 45W DALI opalweisser Diffusor d+i
75,101381,2.304123,85.1,274,images/147345.jpg,INSERT+ 2 10W 4K GR94,LED-Wandeinbauleuchte 4000K 10W statisch asymmetrische breite Streuoptik
76,101409,2.8777691486410,328,1014,images/flab777_round_opal_RAL9016.jpg,FL R 777 SM 43 S/B 840 WH9016 DALI OP,LED-Anbauleuchte 4000K 44W DALI opalweisser Diffusor d+i
1692,108784,2.3109879,9.29,36,images/CRICKET_P_10_recessed_box_FAS_03_lp.jpg,CONTROCASSA CRICKET+ 10,Einbautopf CRICKET+ 10 MARINE
77,102027,2.304161,39.85,142,images/MULTI_P_30_FRONT_01_lp.jpg,MULTI+ 30 PC LED 16W 4K WH87,LED-Wand- und Deckenleuchte 4000K 16W statisch sym. extrabreite Streuoptik
78,102238,2.008943,7.3,30,images/ImgAcc_WALL-BRACKET-ANGLED-SUPERDELTA-OVALE-TONDO_Drawing2D_Vectorial.jpg,WANDSOCKEL DELTA OVALE SCHWARZ,Wandhalterung
79,102327,2.310560,50.2,174,images/RAIL_M_lp.jpg,RAIL-M TRY 7P DALI L:2870,RAIL-M TRY 7P DALI - L 2870 mm (inkl. 4 Halterungen aus Edelstahl)
80,102326,2.310558,36.8,133,images/RAIL_A_lp.jpg,RAIL-A TRY 7P DALI L:1435,RAIL-A TRY 7P DALI - L 1435 mm (inkl. 2 Halterungen aus Edelstahl)
81,102293,2.310966,27.15,109,images/310966_GUELL_lp.jpg,SUPPORTO TESTA PALO SINGOLO GUELL 2.5,Einzelne Halterung für Mastzopf GUELL 2.5
82,102236,2.3101574,78.1,253,images/LAMA_p_glass_FAS_02_lp.jpg,VETRO PROTEZ.TRASP+CORNICE LAMA+ ACC.,Klares Schutzglas IK 10
92,102481,2.810710963001,67,219,images/dl100_led_sb.jpg,DL100LED SB 9 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 10W DALI opalweisser Diffusor
83,102250,2.001800,38.1,137,images/SPD_OVALE_BK_lp.jpg,SUPERDELTA 33 WEISS,Wandleuchte 1x75W A60 symmetrische extrabreite Streuoptik
84,102263,2.305508,45.25,159,images/FOCUS_P_ZERO_AN3_KIT_01.jpg,FOCUS+ ZERO KIT 3000K AN96,LED-Scheinwerfer 3000K 10W statisch symmetrische extrabreite Streuoptik
85,102261,2.304125,85.1,274,images/147345.jpg,INSERT+ 2 10W 4K AN96,LED-Wandeinbauleuchte 4000K 10W statisch asymmetrische breite Streuoptik
86,102328,2.305663,89.25,287,images/TRY_SW_angle_01_lp.jpg,TRY S/W 23-840-88,LED-Lichteinsätze 4000K 25W statisch symmetrische Streuoptik
1693,111292,2.3108360,212.45,664,images/CRICKET_P_15_INOX_ANGLE_01_lp.jpg,CRICKET+ 15 14 A5/M 830 INOX,LED-Bodeneinbauleuchte 3000K 14W statisch asymmetrische mittlere Optik
87,102468,2.3101604,99.3,317,images/MASK_P_MINI_ANGLE_02_lp.jpg,MASK+ MINI B 16 S/EW 830 AN96,LED-Wandleuchte 3000K 16W statisch symmetrische extrabreite Streuoptik
88,102475,2.810710933001,46.1,162,images/dl100_led_sb.jpg,DL100LED SB 9 C/EW 830 WH9016 OP,LED-Downlight 3000K 10W statisch opalweisser Diffusor
89,102482,2.815712334001,64.95,212,images/dl150_led_sb.jpg,DL150LED SB 22 C/EW 840 WH9016 OP,LED-Downlight 4000K 24W statisch opalweisser Diffusor
90,102477,2.810711364001,70.4,229,images/dl100_led_sb.jpg,DL100LED SB 13 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 14W DALI opalweisser Diffusor
91,102479,2.810711363001,70.4,229,images/dl100_led_sb.jpg,DL100LED SB 13 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 14W DALI opalweisser Diffusor
93,102464,2.8720761778930,1167.2,3585,images/sl720_led_l_RAL9006.jpg,SL720LED SLL 66 S/C 8TW GR9006 SEIR MP,LED-Stehleuchte 2700-6200K 73W HCL Lichtsensor Mikroprisma d+i
94,102480,2.810710964001,67,219,images/dl100_led_sb.jpg,DL100LED SB 9 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 10W DALI opalweisser Diffusor
95,102469,2.3100767,122.4,388,images/MASK_P_angle_AN_01.jpg,MASK+ B 21 S/EW 830 AN96,LED-Wandleuchte 3000K 24W statisch symmetrische extrabreite Streuoptik
96,102460,2.304244,109.4,348,images/BLIZ_ROUND_30_front_WH1_01_lp.jpg,"BLIZ ROUND 30 LED 21,5W 3K WH87","LED-Wand- und Deckenleuchte 3000K 21,5W statisch sym. extrabreite Streuoptik"
213,103002,2.8118000647,18.25,81,images/fernbedienung_user_lp.jpg,User Fernbedienung Remotecontrol IR6,User Fernbedienung für Ausführungen mit Sensor
97,102502,2.818713364001,85.5,275,images/dl185_led_sb.jpg,DL185LED SB 32 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 35W DALI opalweisser Diffusor
98,102501,2.818710833001,62.45,205,images/dl185_led_sb.jpg,DL185LED SB 8 C/EW 830 WH9016 OP,LED-Downlight 3000K 9W statisch opalweisser Diffusor
99,102499,2.818711233001,64.55,211,images/dl185_led_sb.jpg,DL185LED SB 11 C/EW 830 WH9016 OP,LED-Downlight 3000K 12W statisch opalweisser Diffusor
100,102498,2.818711234001,64.55,211,images/dl185_led_sb.jpg,DL185LED SB 11 C/EW 840 WH9016 OP,LED-Downlight 4000K 12W statisch opalweisser Diffusor
101,102497,2.818711634001,67,219,images/dl185_led_sb.jpg,DL185LED SB 16 C/EW 840 WH9016 OP,LED-Downlight 4000K 18W statisch opalweisser Diffusor
102,102500,2.818710834001,62.45,205,images/dl185_led_sb.jpg,DL185LED SB 8 C/EW 840 WH9016 OP,LED-Downlight 4000K 9W statisch opalweisser Diffusor
103,102503,2.818713363001,85.5,275,images/dl185_led_sb.jpg,DL185LED SB 32 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 35W DALI opalweisser Diffusor
104,102496,2.818712433001,69.6,226,images/dl185_led_sb.jpg,DL185LED SB 23 C/EW 830 WH9016 OP,LED-Downlight 3000K 26W statisch opalweisser Diffusor
105,102495,2.818713334001,72.1,234,images/dl185_led_sb.jpg,DL185LED SB 32 C/EW 840 WH9016 OP,LED-Downlight 4000K 35W statisch opalweisser Diffusor
106,102483,2.815712333001,64.95,212,images/dl150_led_sb.jpg,DL150LED SB 22 C/EW 830 WH9016 OP,LED-Downlight 3000K 24W statisch opalweisser Diffusor
107,102487,2.815712363001,79.6,257,images/dl150_led_sb.jpg,DL150LED SB 22 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 24W DALI opalweisser Diffusor
108,102491,2.815711263001,75,243,images/dl150_led_sb.jpg,DL150LED SB 12 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 13W DALI opalweisser Diffusor
109,102486,2.815712364001,79.6,257,images/dl150_led_sb.jpg,DL150LED SB 22 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 24W DALI opalweisser Diffusor
110,102489,2.815711863001,76.7,248,images/dl150_led_sb.jpg,DL150LED SB 17 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 19W DALI opalweisser Diffusor
111,102490,2.815711264001,75,243,images/dl150_led_sb.jpg,DL150LED SB 12 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 13W DALI opalweisser Diffusor
1694,111941,2.310921,31.2,121,images/310921_GROUNDPLATE_COVER_lp.jpg,COPRIFLANGE_AMON AN-96,Flanschabdeckung AMON
112,102484,2.815711234001,60.75,199,images/dl150_led_sb.jpg,DL150LED SB 12 C/EW 840 WH9016 OP,LED-Downlight 4000K 13W statisch opalweisser Diffusor
113,102488,2.815711864001,76.7,248,images/dl150_led_sb.jpg,DL150LED SB 17 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 19W DALI opalweisser Diffusor
114,102551,2.3103918,80,258,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ136 S/EW 840 HF,LED-Feuchtraumleuchte 4000K 23.5W Lichtsensor sym. extrabreite Streuoptik
115,102525,2.822720863001,97.65,312,images/dl220_led_sb.jpg,DL220LED SB 16 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 18W DALI opalweisser Diffusor
116,102527,2.822720563001,95.15,305,images/dl220_led_sb.jpg,DL220LED SB 11 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 12W DALI opalweisser Diffusor
117,102552,2.3103917,112.3,357,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ136 S/EW 840 EM,LED-Feuchtraumleuchte 4000K 23.5W statisch NL 3h sym. extrabreite Streuoptik
118,102526,2.822720564001,95.15,305,images/dl220_led_sb.jpg,DL220LED SB 11 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 12W DALI opalweisser Diffusor
119,102549,2.3103914,42.35,150,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ118 S/EW 840,LED-Feuchtraumleuchte 4000K 17.5W statisch symmetrische extrabreite Streuoptik
120,102550,2.3103916,59.95,197,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ136 S/EW 840 DALI,LED-Feuchtraumleuchte 4000K 23.5W DALI symmetrische extrabreite Streuoptik
3579,112523,27.13020229301002TCO,1317.25,3741,images/rend_ACOUSTIC_TEAM.png,"ACOUSTIC TEAM, Pendelleuchte, L=2950, 3000K, 2700","ACOUSTIC TEAM XL, Pendelleuchte"
121,102535,2.3100278,165.95,521,images/BLIZ_MARINE_angle_01.jpg,"BLIZ MARINE 11,5 830","LED-Wandleuchte 3000K 13,5W statisch symmetrische extrabreite Streuoptik"
122,102514,2.822722333001,85.5,275,images/dl220_led_sb.jpg,DL220LED SB 46 C/EW 830 WH9016 OP,LED-Downlight 3000K 51W statisch opalweisser Diffusor
123,102504,2.818712464001,82.95,267,images/dl185_led_sb.jpg,DL185LED SB 23 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 26W DALI opalweisser Diffusor
124,102510,2.818710864001,76.7,248,images/dl185_led_sb.jpg,DL185LED SB 8 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 9W DALI opalweisser Diffusor
151,102830,2.14049720,12.15,63,images/KHA_A0311_FAS_01.jpg,A0311 SCHERMO PARALUCE KHA/KHA LED,Blendschirm aus Aluminiumblech
125,102505,2.818712463001,82.95,267,images/dl185_led_sb.jpg,DL185LED SB 23 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 26W DALI opalweisser Diffusor
126,102508,2.818711264001,79.2,256,images/dl185_led_sb.jpg,DL185LED SB 11 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 12W DALI opalweisser Diffusor
127,102507,2.818711663001,80.9,261,images/dl185_led_sb.jpg,DL185LED SB 16 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 18W DALI opalweisser Diffusor
128,102511,2.818710863001,76.7,248,images/dl185_led_sb.jpg,DL185LED SB 8 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 9W DALI opalweisser Diffusor
129,102513,2.822722334001,85.5,275,images/dl220_led_sb.jpg,DL220LED SB 46 C/EW 840 WH9016 OP,LED-Downlight 4000K 51W statisch opalweisser Diffusor
130,102506,2.818711664001,80.9,261,images/dl185_led_sb.jpg,DL185LED SB 16 C/EW 840 WH9016 DALI OP,LED-Downlight 4000K 18W DALI opalweisser Diffusor
131,102509,2.818711263001,79.2,256,images/dl185_led_sb.jpg,DL185LED SB 11 C/EW 830 WH9016 DALI OP,LED-Downlight 3000K 12W DALI opalweisser Diffusor
132,102563,2.3103920,70.4,229,images/ACRO_P_2x_angle_01_lp.jpg,ACRO+ EQ236 S/EW 840 DALI,LED-Feuchtraumleuchte 4000K 51W DALI symmetrische extrabreite Streuoptik
133,102561,2.3103933,132.4,419,images/ACRO_P_2x_angle_01_lp.jpg,ACRO+ EQ258 S/EW 840 EM,LED-Feuchtraumleuchte 4000K 59W statisch Notlicht 3h sym. extrabreite Streuoptik
179,102915,2.862932210,59.9,197,images/pllb629_anfangsset_RAL9016_lp.jpg,"SL629LED Anfangsset, RAL9016s",SL629 Anfangs-/Endset RAL9016
134,102554,2.3103928,67.5,220,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ158 S/EW 840 DALI,LED-Feuchtraumleuchte 4000K 33W DALI symmetrische extrabreite Streuoptik
135,102558,2.3103932,77.1,249,images/ACRO_P_2x_angle_01_lp.jpg,ACRO+ EQ258 S/EW 840 DALI,LED-Feuchtraumleuchte 4000K 59W DALI symmetrische extrabreite Streuoptik
136,102555,2.3103930,85.1,274,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ158 S/EW 840 HF,LED-Feuchtraumleuchte 4000K 33W Lichtsensor symmetrische extrabreite Streuoptik
137,102553,2.3103927,44.85,158,images/ACRO_P_1X_ANGLE_01_lp.jpg,ACRO+ EQ158 S/EW 840,LED-Feuchtraumleuchte 4000K 33W statisch symmetrische extrabreite Streuoptik
138,102560,2.3103934,97.65,312,images/ACRO_P_2x_angle_01_lp.jpg,ACRO+ EQ258 S/EW 840 HF,LED-Feuchtraumleuchte 4000K 59W Lichtsensor symmetrische extrabreite Streuoptik
