name,manufacturer,category,family,price_chf,wattage,kelvin,inside,outside,mounting,luminaire_types,image_url,product_id,source_article_id,source_article_number,kelvin_values,source_l_number,source_version,memory_type,lambda,style,mood,finish
LAMA+ 200 840 S/EW SOFT WH87 EM3H,Performance In Lighting - Italy,Technische Leuchte,Lama+,1063.0,184.0,4000.0,True,False,,high_bay_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_LAMA-P-WH87_StillLife_Photo_MainAngle.png,article_4096,4096,2.LTH3155ER840,4000,125426,1,hard,0.01,minimalist,focused,white
LAMA+ 200 840 S/EW WH87 EM3H,Performance In Lighting - Italy,Technische Leuchte,Lama+,1063.0,184.0,4000.0,True,False,,high_bay_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgLum_LAMA-P-WH87_StillLife_Photo_MainAngle.png,article_4097,4097,2.LTH3155EP840,4000,125427,1,hard,0.01,minimalist,focused,white
AS425 TR 18 C/I 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9005.jpg,article_4098,4098,2.8425453173480,4000,125430,1,hard,0.01,minimalist,focused,white
AS425 TR 18 C/I 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9005.jpg,article_4099,4099,2.8425453173380,3000,125431,1,hard,0.01,minimalist,ambient,white
AS425 TR 18 C/I 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9016.jpg,article_4100,4100,2.8425453173410,4000,125432,1,hard,0.01,minimalist,focused,white
AS425 TR 20 C/I 840 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_BK1_01_lp.jpg,article_4101,4101,2.3108535,4000,125433,1,hard,0.01,minimalist,focused,white
AS425 TR 20 C/I 840 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_WH1_01_lp.jpg,article_4102,4102,2.3108533,4000,125435,1,hard,0.01,minimalist,focused,white
AS425 TR 20 C/I 830 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_WH1_01_lp.jpg,article_4103,4103,2.3108534,3000,125436,1,hard,0.01,minimalist,ambient,white
AS425 TR 18 C/M 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9005.jpg,article_4104,4104,2.8425463173480,4000,125438,1,hard,0.01,minimalist,focused,white
AS425 TR 20 C/M 840 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_BK1_01_lp.jpg,article_4105,4105,2.3108539,4000,125442,1,hard,0.01,minimalist,focused,white
AS425 TR 20 C/M 840 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS425,316.0,20.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS425_ANGLE_WH1_01_lp.jpg,article_4106,4106,2.3108537,4000,125444,1,hard,0.01,minimalist,focused,white
AS425 TR 18 C/MW 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9005.jpg,article_4107,4107,2.8425483173480,4000,125446,1,hard,0.01,minimalist,focused,white
AS425 TR 18 C/MW 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS425,233.0,20.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as425_RAL9005.jpg,article_4108,4108,2.8425483173380,3000,125447,1,hard,0.01,minimalist,ambient,white
AS427 TR 40 C/I 840 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_BK1_01_lp.jpg,article_4109,4109,2.3108560,4000,125457,1,hard,0.01,minimalist,focused,white
AS427 TR 40 C/I 830 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_BK1_01_lp.jpg,article_4110,4110,2.3108561,3000,125459,1,hard,0.01,minimalist,ambient,white
AS427 TR 40 C/I 840 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_WH1_01_lp.jpg,article_4111,4111,2.3108544,4000,125462,1,hard,0.01,minimalist,focused,white
AS427 TR 40 C/I 830 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_WH1_01_lp.jpg,article_4112,4112,2.3108545,3000,125467,1,hard,0.01,minimalist,ambient,white
AS427 TR 36 C/M 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4113,4113,2.8427463383480,4000,125460,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/M 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4114,4114,2.8427463383410,4000,125464,1,hard,0.01,minimalist,focused,white
AS427 TR 32 C/M 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4115,4115,2.8427463333380,3000,125477,1,hard,0.01,minimalist,ambient,white
AS427 TR 40 C/M 830 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_BK1_01_lp.jpg,article_4116,4116,2.3108563,3000,125469,1,hard,0.01,minimalist,ambient,white
AS427 TR 40 C/M 840 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_WH1_01_lp.jpg,article_4117,4117,2.3108427,4000,125474,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/MW 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4118,4118,2.8427483383480,4000,125470,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/MW 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4119,4119,2.8427483383380,3000,125475,1,hard,0.01,minimalist,ambient,white
AS427 TR 36 C/MW 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4120,4120,2.8427483383410,4000,125480,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/MW 830 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4121,4121,2.8427483383310,3000,125483,1,hard,0.01,minimalist,ambient,white
AS427 TR 32 C/MW 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4122,4122,2.8427483333480,4000,125486,1,hard,0.01,minimalist,focused,white
AS427 TR 32 C/MW 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4123,4123,2.8427483333380,3000,125487,1,hard,0.01,minimalist,ambient,white
AS427 TR 32 C/MW 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4124,4124,2.8427483333410,4000,125488,1,hard,0.01,minimalist,focused,white
AS427 TR 40 C/MW 840 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_BK1_01_lp.jpg,article_4125,4125,2.3108564,4000,125473,1,hard,0.01,minimalist,focused,white
AS427 TR 40 C/MW 830 BK9005 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,3000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_BK1_01_lp.jpg,article_4126,4126,2.3108565,3000,125478,1,hard,0.01,minimalist,ambient,white
AS427 TR 40 C/MW 840 WH9010 DALI RE,Performance In Lighting - Italy,Schienensystem,AS427,410.0,40.0,4000.0,True,False,power_rail,"down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/AS427_ANGLE_WH1_01_lp.jpg,article_4127,4127,2.3108547,4000,125482,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/I 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4128,4128,2.8427453383480,4000,125490,1,hard,0.01,minimalist,focused,white
AS427 TR 36 C/I 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4129,4129,2.8427453383380,3000,125491,1,hard,0.01,minimalist,ambient,white
AS427 TR 36 C/I 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,326.0,40.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4130,4130,2.8427453383410,4000,125492,1,hard,0.01,minimalist,focused,white
AS427 TR 32 C/I 840 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4131,4131,2.8427453333480,4000,125494,1,hard,0.01,minimalist,focused,white
AS427 TR 32 C/I 830 BK9005 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9005.jpg,article_4132,4132,2.8427453333380,3000,125495,1,hard,0.01,minimalist,ambient,white
AS427 TR 32 C/I 840 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,4000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4133,4133,2.8427453333410,4000,125496,1,hard,0.01,minimalist,focused,white
AS427 TR 32 C/I 830 WH9010 RE,Performance In Lighting - Italy,Schienensystem,AS427,279.0,35.0,3000.0,True,False,"ceiling, power_rail","down_light, power_rail, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/as427_RAL9016.jpg,article_4134,4134,2.8427453333310,3000,125497,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/I 840 WH9010 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4135,4135,2.8433154196414,4000,125541,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/I 840 BK9005 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4136,4136,2.8433154196484,4000,125539,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/I 830 BK9005 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4137,4137,2.8433154196384,3000,125540,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/I 830 WH9010 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4138,4138,2.8433154196314,3000,125542,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/M 840 BK9005 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4139,4139,2.8433164193484,4000,125543,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/M 840 WH9010 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4140,4140,2.8433164193414,4000,125545,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/M 830 WH9010 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4141,4141,2.8433164193314,3000,125546,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/M 830 BK9005 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4142,4142,2.8433164193384,3000,125544,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/M 830 BK9005 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4143,4143,2.8433164196384,3000,125559,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/M 840 WH9010 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4144,4144,2.8433164196414,4000,125560,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/M 840 BK9005 DALI RE,Performance In Lighting - Italy,Einbauprofil,EB432,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4145,4145,2.8433164196484,4000,125561,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/IW 840 BK9005 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4146,4146,2.8433174193484,4000,125562,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/IW 830 BK9005 RE,Performance In Lighting - Italy,Einbauprofil,EB432,175.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4147,4147,2.8433174193384,3000,125563,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/IW 840 BK9005 DALI RE,Performance In Lighting - Italy,Einbauspot,EB433,256.0,20.0,4000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4148,4148,2.8433174196484,4000,125568,1,hard,0.01,minimalist,focused,white
EB433 RF 18 C/IW 830 BK9005 DALI RE,Performance In Lighting - Italy,Einbauspot,EB433,256.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433_RAL9005.jpg,article_4149,4149,2.8433174196384,3000,125569,1,hard,0.01,minimalist,ambient,white
EB433 RF 18 C/IW 830 WH9010 DALI RE,Performance In Lighting - Italy,Einbauspot,EB433,256.0,20.0,3000.0,True,False,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/eb433.jpg,article_4150,4150,2.8433174196314,3000,125571,1,hard,0.01,minimalist,ambient,white
WLSMRXL 45 S/B 830/840 WH87 DALI PMW,Performance In Lighting - Italy,,,519.0,48.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/WL_RECT_1500_WH.jpg,article_4151,4151,2.3118561,"3000, 4000",125592,1,hard,0.01,minimalist,ambient,white
USB DMX/RDM KEY ECOECCO,Performance In Lighting - Italy,,,504.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/Usb+dmx+key.png,article_4152,4152,2.3115612,,125593,1,hard,0.01,minimalist,ambient,white
KHA CITY COMFORT 12 20 A55/M 830 AN96,Performance In Lighting - Italy,Poller,KHA 9,929.0,20.0,3000.0,False,True,floor,bollard_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/KHA_CITY_COMFORT_12_A55_AN96_lp.jpg,article_4153,4153,2.3113972,3000,125619,3,hard,0.01,minimalist,ambient,white
WL270 WLC 18/24 S/A 830/40 GR94 HF OP,Performance In Lighting - Italy,,,326.32459375,23.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/wl270_lp.jpg,article_4154,4154,2.3118562,"3000, 4000",125620,1,hard,0.01,minimalist,ambient,white
"SPID PRO, Lichtleiste, L=1686mm, 16320lm, 4000K",,Technische Leuchte,SPID PRO,233.0,,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/rend_SPID PRO_ws2.png,article_4155,4155,33.SPL1686.840.6.267,4000,113684,1,hard,0.01,minimalist,focused,white
"SPID PRO, Lichtleiste, L=1686mm, 16320lm, 4000K",,Technische Leuchte,SPID PRO,233.0,,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/rend_SPID PRO_ws2.png,article_4156,4156,33.SPL1686.840.6.271,4000,113685,1,hard,0.01,minimalist,focused,white
"SPID PRO, Lichtleiste, L=1686mm, 16320lm, 4000K",,Technische Leuchte,SPID PRO,233.0,,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/rend_SPID_PRO_ws3.png,article_4157,4157,33.SPL1686.840.6.273,4000,113686,1,hard,0.01,minimalist,focused,white
"SPID PRO, Lichtleiste, L=1686mm, 16320lm, 4000K",,Technische Leuchte,SPID PRO,233.0,,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/rend_SPID PRO_ws2.png,article_4158,4158,33.SPL1686.840.6.667,4000,113985,1,hard,0.01,minimalist,focused,white
SANlicht Tracklight Albinia,,Stromschienenstrahler,SANlicht,155.96,,4000.0,True,False,power_rail,power_rail,,article_4159,4159,69.08303.014614,4000,125621,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/B 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,67.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_4160,4160,2.3124091,4000,125634,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/B 830 BK9005 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,67.0,3000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9005.png,article_4161,4161,2.3124073,3000,125633,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 59 S/B 840 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,67.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_4162,4162,2.3124087,4000,125630,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 59 S/B 830 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,67.0,3000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_4163,4163,2.3124077,3000,125631,1,hard,0.01,minimalist,ambient,white
FL R+ 777 PL 34 S/B 840 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,39.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_4164,4164,2.3124062,4000,125636,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/B 840 WH9016 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,39.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9016.png,article_4165,4165,2.3124066,4000,125640,1,hard,0.01,minimalist,focused,white
FL R+ 777 PL 34 S/B 830 GR9006 OP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,778.0,39.0,3000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/fl_round_plus_pl_777_opal_RAL9006.png,article_4166,4166,2.3124052,3000,125637,1,hard,0.01,minimalist,ambient,white
