name,manufacturer,category,family,price_chf,wattage,kelvin,inside,outside,mounting,luminaire_types,image_url,product_id,source_article_id,source_article_number,kelvin_values,source_l_number,source_version,memory_type,lambda,style,mood,finish
TRY 2A/M 50-840-88 EM,Performance In Lighting - Italy,,,549.0,53.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/TRY_2AM_angle_01.jpg,article_7,7,2.306848,4000,120001,1,hard,0.01,minimalist,focused,white
DL150LED SB 12 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,199.0,13.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_8,8,2.815711233001,3000,100467,1,hard,0.01,minimalist,ambient,white
DL150LED SB 17 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,206.0,19.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_9,9,2.815711834001,4000,100421,1,hard,0.01,minimalist,focused,white
DL185LED SB 16 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,219.0,18.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_10,10,2.818711633001,3000,100440,1,hard,0.01,minimalist,ambient,white
SL629LED PL L 62 S/C 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL629,592.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pl629_prisma_RAL9016_lp.jpg,article_11,11,2.8629461786410,4000,100134,1,hard,0.01,minimalist,focused,white
SL629LED PL L 62 S/C 840 WH9016 MP,Performance In Lighting - Italy,Pendelleuchte,SL629,527.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pl629_prisma_RAL9016_lp.jpg,article_12,12,2.8629461783410,4000,100135,1,hard,0.01,minimalist,focused,white
SL740L LED 71 S/D 840 GR9006 SEIR MP,Performance In Lighting - Italy,Stehleuchte,SL740,1743.0,79.0,4000.0,True,False,floor,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/sl740_led_l_RAL9006.jpg,article_13,13,2.8740761938431,4000,100431,1,hard,0.01,minimalist,focused,white
BLIZ ROUND 30 LED 30W 3K AN96,Performance In Lighting - Italy,,,348.0,30.0,3000.0,False,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/BLIZ_ROUND_30_front_AN3_01_lp.jpg,article_14,14,2.304213,3000,100259,1,hard,0.01,minimalist,ambient,white
SUPERDELTA 33 SCHWARZ,Performance In Lighting - Italy,,,137.0,75.0,,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SPD_OVALE_BK1_lp.jpg,article_15,15,2.001804,,100545,1,hard,0.01,minimalist,ambient,matte black
SL630LED SM M 36 S/A 830 WH9016 MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL630,518.0,40.0,3000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/al630_prisma_RAL9016_lp.jpg,article_16,16,2.8630661453310,3000,100560,1,hard,0.01,minimalist,ambient,white
SL713 RM SM 45 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL713,641.0,49.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab713_round_m_RAL9016.png,article_17,17,2.8713661516414,4000,100725,1,hard,0.01,minimalist,focused,white
SL713 RL SM 41 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL713,860.0,46.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab713_round_l_RAL9016.png,article_18,18,2.8713661486414,4000,100727,1,hard,0.01,minimalist,focused,white
SL713 RL SM 62 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL713,889.0,70.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab713_round_l_RAL9016.png,article_19,19,2.8713661766414,4000,100726,1,hard,0.01,minimalist,focused,white
Testata chiusura per RAIL,Performance In Lighting - Italy,,,13.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/TAPPI_CHIUSURA_lp.jpg,article_20,20,2.310551,,100856,1,hard,0.01,minimalist,ambient,white
Coperchio PC RAIL L:1435 - TRY,Performance In Lighting - Italy,,,31.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/310553_lp.jpg,article_21,21,2.310553,,100855,1,hard,0.01,minimalist,ambient,white
RAIL-A TRY 5P L:1435,Performance In Lighting - Italy,,,110.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_A_lp.jpg,article_22,22,2.310554,,100847,1,hard,0.01,minimalist,ambient,white
RAIL-M TRY 5P L:4305,Performance In Lighting - Italy,,,188.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_M_lp.jpg,article_23,23,2.310557,,100848,1,hard,0.01,minimalist,ambient,white
RAIL-M TRY 5P L:2870,Performance In Lighting - Italy,,,159.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_M_lp.jpg,article_24,24,2.310556,,100851,1,hard,0.01,minimalist,ambient,white
SUPERDELTA OVALE SCHWARZ 60W,Performance In Lighting - Italy,,,104.0,60.0,,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SPD_OVALE_BK1_lp.jpg,article_25,25,2.001704,,100871,1,hard,0.01,minimalist,ambient,matte black
SL629LED PL L 62 S/C 830 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL629,592.0,69.0,3000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pl629_prisma_RAL9006_lp.jpg,article_26,26,2.8629461786330,3000,100812,1,hard,0.01,minimalist,ambient,white
TRY S/EW 23-840-88,Performance In Lighting - Italy,,,287.0,25.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/TRY_S_EW_angle_01_lp.jpg,article_27,27,2.305661,4000,100852,1,hard,0.01,minimalist,focused,white
NORMA+120 34 S/EW 840 GR-RAL7035,Performance In Lighting - Italy,Technische Leuchte,Norma+,146.0,34.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NORMA_P_ANGLE_01.JPG,article_28,28,2.305951,4000,100846,1,hard,0.01,minimalist,focused,white
SL713 RL PL 62 S/C 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL713PL Round,1183.0,70.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flpl713_round_l_RAL9016.png,article_29,29,2.8713461766410,4000,100730,1,hard,0.01,minimalist,focused,white
DL100LED SB 9 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,162.0,10.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_30,30,2.810710934001,4000,100895,1,hard,0.01,minimalist,focused,white
DL100LED SB 13 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,168.0,14.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_31,31,2.810711333001,3000,100979,1,hard,0.01,minimalist,ambient,white
EKO+21 E27 ANTR                         ,Performance In Lighting - Italy,,,120.0,60.0,,False,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/EKP-21_AN3.jpg,article_32,32,2.302036,,100977,1,hard,0.01,minimalist,ambient,white
"PADO, Pollerleuchte",Performance In Lighting - Italy,Pollerleuchte,PADO,291.0,20.0,3000.0,False,True,,bollard_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/PADO_angle_GR3_01.jpg,article_33,33,2.304084,3000,100922,1,hard,0.01,minimalist,ambient,white
ACRO+ EQ136 S/EW 840,Performance In Lighting - Italy,Technische Leuchte,Acro+,136.0,23.5,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_34,34,2.3103915,4000,100984,1,hard,0.01,minimalist,focused,white
ACRO BASIC EQ158 S/EW 840,Performance In Lighting - Italy,Technische Leuchte,Acro Basic,144.0,29.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_BASIC_ANGLE_01B_lp.jpg,article_35,35,2.3103941,4000,100976,1,hard,0.01,minimalist,focused,white
ACRO BASIC EQ136 S/EW 840,Performance In Lighting - Italy,Technische Leuchte,Acro Basic,128.0,23.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_BASIC_ANGLE_01B_lp.jpg,article_36,36,2.3103939,4000,100983,1,hard,0.01,minimalist,focused,white
FL R 777 SM 68 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,,,1122.0,69.0,4000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab777_round_prism_RAL9016.jpg,article_37,37,2.8777661766410,4000,100982,1,hard,0.01,minimalist,focused,white
FL R 777 PL 68 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,Pendelleuchte,FL Round 777,1122.0,69.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flpl777_round_prism_RAL9016.jpg,article_38,38,2.8777461766410,4000,100981,1,hard,0.01,minimalist,focused,white
COVER ORION V RB10,Performance In Lighting - Italy,,,97.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ORION_V_carter_RB_FAS_01_lp.jpg,article_39,39,2.3106288,,101022,1,hard,0.01,minimalist,ambient,white
RAIL-M TRY 5P L:1435,Performance In Lighting - Italy,,,110.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_M_lp.jpg,article_40,40,2.310555,,100990,1,hard,0.01,minimalist,ambient,white
WL270 WLC 24/18 S/A 830/40 GR94 OP,Performance In Lighting - Italy,,,306.0,23.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/wl270_lp.jpg,article_41,41,2.3105559,"3000, 4000",101014,1,hard,0.01,minimalist,ambient,white
WL260 WLQ 24/18 S/A 830/40 GR94 OP,Performance In Lighting - Italy,,,306.0,24.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/wl260_lp.jpg,article_42,42,2.3105558,"3000, 4000",101015,1,hard,0.01,minimalist,ambient,white
DL185LED SB 32 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,234.0,35.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_43,43,2.818713333001,3000,101300,1,hard,0.01,minimalist,ambient,white
DL150LED SB 17 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,206.0,19.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_44,44,2.815711833001,3000,101145,1,hard,0.01,minimalist,ambient,white
WL400 WLC 38/29 S/A 830/40 GR94 OP,Performance In Lighting - Italy,,,384.0,37.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/wl400_lp.jpg,article_45,45,2.3105561,"3000, 4000",101319,1,hard,0.01,minimalist,ambient,white
DL220LED SB 23 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,317.0,26.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_46,46,2.822721264001,4000,101559,1,hard,0.01,minimalist,focused,white
SL629LED SM L 28 S/A 840 GR9006 MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL629,527.0,31.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/al629_prisma_RAL9006_lp.jpg,article_47,47,2.8629661403430,4000,101367,1,hard,0.01,minimalist,focused,white
SL629LED SM L 28 S/A 840 GR9006 DALI MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL629,592.0,31.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/al629_prisma_RAL9006_lp.jpg,article_48,48,2.8629661406430,4000,101980,1,hard,0.01,minimalist,focused,white
QUASAR 10 LED 2WB 6W 3000K AN96,Performance In Lighting - Italy,Wandleuchte,Quasar 10,219.0,6.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/QUASAR-10_angle_AN3_01.jpg,article_49,49,2.303362,3000,100991,1,hard,0.01,minimalist,ambient,white
WL220 WLC 15/10 S/A 830/40 GR94 OP,Performance In Lighting - Italy,,,183.0,4.0,3000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/wl220_lp.jpg,article_50,50,2.3105557,"3000, 4000",101880,1,hard,0.01,minimalist,ambient,white
CONTROCASSA INSERT+ 2,Performance In Lighting - Italy,,,27.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/INSERT_P_2_CCASSA_DT.jpg,article_51,51,2.310490,,101383,1,hard,0.01,minimalist,ambient,white
FL R 333 SM 23 S/B 840 WH9016 DALI MP,Performance In Lighting - Italy,,,484.0,26.0,4000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab333round_prisma_lp.jpg,article_52,52,2.8333661266410,4000,101138,1,hard,0.01,minimalist,focused,white
MASK+ ROUND 22 S/EW 830 AN96 SE,Performance In Lighting - Italy,Wandleuchte,Mask+,449.0,22.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MASK_P_ROUND_AN_angle_02_lp.jpg,article_53,53,2.3105009,3000,101019,1,hard,0.01,minimalist,ambient,white
SL720LED SLXL 87 S/D 8TW WH9016 SEIR MP,Performance In Lighting - Italy,Stehleuchte,SL720,4263.0,96.0,2700.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/sl720_xl_RAL9016.png,article_54,54,2.8720761108910,"2700, 6200",101024,1,hard,0.01,minimalist,cozy,white
QUASAR 10 LED 2WB 6W 3000K GR94,Performance In Lighting - Italy,Wandleuchte,Quasar 10,219.0,6.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/QUASAR-10_angle_GR3_01.jpg,article_55,55,2.303360,3000,101020,1,hard,0.01,minimalist,ambient,white
SL720LED SLL 95 S/D 840 GR9006 SEIR MP,Performance In Lighting - Italy,Stehleuchte,SL720,3206.0,106.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/sl720_twin_RAL9006_lp.jpg,article_56,56,2.8720762708430,4000,101025,1,hard,0.01,minimalist,focused,white
"QUASAR 10 LED 1WB 3,5W 3000K AN94",Performance In Lighting - Italy,Wandleuchte,Quasar 10,173.0,3.5,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/QUASAR-10_angle_AN3_01.jpg,article_57,57,2.303356,3000,102227,1,hard,0.01,minimalist,ambient,white
SL629LED PL L 62 S/C 840 GR9006 DALI MP,Performance In Lighting - Italy,Pendelleuchte,SL629,592.0,69.0,4000.0,True,False,,"rope_pendant, suspended",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/pl629_prisma_RAL9006_lp.jpg,article_58,58,2.8629461786430,4000,101863,1,hard,0.01,minimalist,focused,white
DL185LED SB 23 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,226.0,26.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_59,59,2.818712434001,4000,101288,1,hard,0.01,minimalist,focused,white
FL300LED SM 24 S/B 840 WH9016 OP,Performance In Lighting - Italy,,,367.0,27.0,4000.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab300.jpg,article_60,60,2.8300691233400,4000,102024,1,hard,0.01,minimalist,focused,white
DL220LED SB 16 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,256.0,18.0,3000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_61,61,2.822720833001,3000,101140,1,hard,0.01,minimalist,ambient,white
QUASAR 20 LED-11W 3K TECH AN96,Performance In Lighting - Italy,Wandleuchte,Quasar 20,219.0,12.5,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/QUASAR-20_angle_AN3_01.jpg,article_62,62,2.303534,3000,102226,1,hard,0.01,minimalist,ambient,white
Q-LIGHT 12 S/W 830 AN96,Performance In Lighting - Italy,,,554.0,14.0,3000.0,False,True,,bollard_luminaire,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/Q-LIGHT_600_AN3_lp.jpg,article_63,63,2.306668,3000,101435,1,hard,0.01,minimalist,ambient,white
SHIELD+1 12/17/24 A/EW 830 AN96 PW,Performance In Lighting - Italy,,,324.0,27.0,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SHIELD_P_1_AN_angle_01_lp.jpg,article_64,64,2.3106352,3000,101016,1,hard,0.01,minimalist,ambient,white
NORMA+120 CL 34 S/EW 840 GR-RAL7035,Performance In Lighting - Italy,Technische Leuchte,Norma+,162.0,34.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/NORMA_P_CL_angle_02_lp.jpg,article_65,65,2.305943,4000,101067,1,hard,0.01,minimalist,focused,white
DL220LED SB 23 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,261.0,26.0,4000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_66,66,2.822721234001,4000,101562,1,hard,0.01,minimalist,focused,white
DL220LED SB 23 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,261.0,26.0,3000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_67,67,2.822721233001,3000,102160,1,hard,0.01,minimalist,ambient,white
DL100LED SB 13 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,168.0,14.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_68,68,2.810711334001,4000,101417,1,hard,0.01,minimalist,focused,white
DL220LED SB 23 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,317.0,26.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_69,69,2.822721263001,3000,101585,1,hard,0.01,minimalist,ambient,white
ORION V B 11 S/EW 830 AN96,Performance In Lighting - Italy,,,157.0,11.0,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ORION_V_AN_lp.jpg,article_70,70,2.3105442,3000,101021,1,hard,0.01,minimalist,ambient,white
SL629LED SM L 62 S/A 840 WH9016 MP,Performance In Lighting - Italy,Deckenanbauleuchte,SL629,527.0,69.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/al629_prisma_RAL9016_lp.jpg,article_71,71,2.8629661613410,4000,101710,1,hard,0.01,minimalist,focused,white
FL R 333 SM 23 S/B 840 WH9016 OP,Performance In Lighting - Italy,,,419.0,26.0,4000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab333round_opal_lp.jpg,article_72,72,2.8333691263410,4000,102023,1,hard,0.01,minimalist,focused,white
FL R 333 SM 23 S/B 840 WH9016 DALI OP,Performance In Lighting - Italy,,,447.0,26.0,4000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab333round_opal_lp.jpg,article_73,73,2.8333691266410,4000,102020,1,hard,0.01,minimalist,focused,white
FL600LED SM 41 S/B 840 WH9016 DALI OP,Performance In Lighting - Italy,,,548.0,41.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab600.jpg,article_74,74,2.8600691406400,4000,102025,1,hard,0.01,minimalist,focused,white
INSERT+ 2 10W 4K GR94,Performance In Lighting - Italy,Wandeinbauleuchte,Insert+,274.0,10.0,4000.0,True,True,,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/147345.jpg,article_75,75,2.304123,4000,101381,1,hard,0.01,minimalist,focused,white
FL R 777 SM 43 S/B 840 WH9016 DALI OP,Performance In Lighting - Italy,,,1014.0,45.0,4000.0,True,False,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/flab777_round_opal_RAL9016.jpg,article_76,76,2.8777691486410,4000,101409,1,hard,0.01,minimalist,focused,white
MULTI+ 30 PC LED 16W 4K WH87,Performance In Lighting - Italy,Wand- und Deckenleuchte,Multi+ 30,142.0,16.0,4000.0,True,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MULTI_P_30_FRONT_01_lp.jpg,article_77,77,2.304161,4000,102027,2,hard,0.01,minimalist,focused,white
WANDSOCKEL DELTA OVALE SCHWARZ,Performance In Lighting - Italy,,,30.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ImgAcc_WALL-BRACKET-ANGLED-SUPERDELTA-OVALE-TONDO_Drawing2D_Vectorial.jpg,article_78,78,2.008943,,102238,1,hard,0.01,minimalist,ambient,matte black
RAIL-M TRY 7P DALI L:2870,Performance In Lighting - Italy,,,174.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_M_lp.jpg,article_79,79,2.310560,,102327,1,hard,0.01,minimalist,ambient,white
RAIL-A TRY 7P DALI L:1435,Performance In Lighting - Italy,,,133.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/RAIL_A_lp.jpg,article_80,80,2.310558,,102326,1,hard,0.01,minimalist,ambient,white
SUPPORTO TESTA PALO SINGOLO GUELL 2.5,Performance In Lighting - Italy,,,109.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/310966_GUELL_lp.jpg,article_81,81,2.310966,,102293,1,hard,0.01,minimalist,ambient,white
VETRO PROTEZ.TRASP+CORNICE LAMA+ ACC.,Performance In Lighting - Italy,Technische Leuchte,Lama+,253.0,,,False,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/LAMA_p_glass_FAS_02_lp.jpg,article_82,82,2.3101574,,102236,1,hard,0.01,minimalist,ambient,white
SUPERDELTA 33 WEISS,Performance In Lighting - Italy,,,137.0,75.0,,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/SPD_OVALE_BK_lp.jpg,article_83,83,2.001800,,102250,1,hard,0.01,minimalist,ambient,white
